file_name,sending_status,timestamp
C24001615,False,"19/03/2024, 10:18:29"
CH24000453,False,"19/03/2024, 10:18:30"
CH24000454,False,"19/03/2024, 10:18:32"
CH24000455,False,"19/03/2024, 10:18:34"
CP24000133,False,"19/03/2024, 10:18:35"
CP24000134,False,"19/03/2024, 10:18:36"
C24001614,False,"19/03/2024, 10:18:38"
